"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","1996","indirect migration background","higher vocational","","","","","8"
"Other","1996","indirect migration background","higher education","","","","","8"
"PDS/Linke","1996","no migration background","in school","5","","","","5"
"PDS/Linke","1996","direct migration background","vocational + Abi","","","","","5"
"PDS/Linke","1996","direct migration background","higher vocational","2","","","","5"
"PDS/Linke","1996","direct migration background","higher education","7","","","","5"
"PDS/Linke","1996","no migration background","inadequately","","","","","5"
"PDS/Linke","1996","no migration background","general elemantary","16","","","","5"
"PDS/Linke","1996","no migration background","middle vocational","99","0.0258499845871426","0.0195353858579268","0.0321645833163584","5"
"PDS/Linke","1996","no migration background","vocational + Abi","9","","","","5"
"PDS/Linke","1996","no migration background","higher vocational","12","","","","5"
"PDS/Linke","1996","no migration background","higher education","119","0.0872814204610529","0.0686438419811258","0.10591899894098","5"
"PDS/Linke","1996","direct migration background","in school","","","","","5"
"PDS/Linke","1996","direct migration background","inadequately","","","","","5"
"PDS/Linke","1996","direct migration background","general elemantary","1","","","","5"
"PDS/Linke","1996","direct migration background","middle vocational","4","","","","5"
"PDS/Linke","1996","indirect migration background","in school","","","","","5"
"PDS/Linke","1996","indirect migration background","inadequately","","","","","5"
"PDS/Linke","1996","indirect migration background","general elemantary","1","","","","5"
"PDS/Linke","1996","indirect migration background","middle vocational","3","","","","5"
"PDS/Linke","1996","indirect migration background","vocational + Abi","","","","","5"
"PDS/Linke","1996","indirect migration background","higher vocational","","","","","5"
"PDS/Linke","1996","indirect migration background","higher education","","","","","5"
"SPD","1996","no migration background","in school","15","","","","2"
"SPD","1996","direct migration background","middle vocational","151","0.343605009894597","0.291652330897309","0.395557688891886","2"
"SPD","1996","no migration background","inadequately","7","","","","2"
"SPD","1996","no migration background","higher education","251","0.283571511197718","0.253808432050011","0.313334590345425","2"
"SPD","1996","no migration background","middle vocational","966","0.408856272603944","0.389293312551791","0.428419232656098","2"
"SPD","1996","no migration background","higher vocational","130","0.358948000681305","0.309669237630705","0.408226763731906","2"
"SPD","1996","direct migration background","inadequately","51","0.538675704336279","0.425856166297391","0.651495242375167","2"
"SPD","1996","no migration background","general elemantary","251","0.453365847708943","0.412921356134808","0.493810339283077","2"
"SPD","1996","no migration background","vocational + Abi","55","0.285011201150086","0.21549737922447","0.354525023075701","2"
"SPD","1996","direct migration background","general elemantary","105","0.498895567166451","0.429773135607462","0.568017998725441","2"
"SPD","1996","direct migration background","in school","2","","","","2"
"SPD","1996","direct migration background","vocational + Abi","17","","","","2"
"SPD","1996","direct migration background","higher vocational","12","","","","2"
"SPD","1996","direct migration background","higher education","31","0.319419855594366","0.223092990173159","0.415746721015573","2"
"SPD","1996","indirect migration background","in school","3","","","","2"
"SPD","1996","indirect migration background","inadequately","2","","","","2"
"SPD","1996","indirect migration background","general elemantary","20","","","","2"
"SPD","1996","indirect migration background","vocational + Abi","3","","","","2"
"SPD","1996","indirect migration background","higher vocational","2","","","","2"
"SPD","1996","indirect migration background","higher education","5","","","","2"
"SPD","1996","indirect migration background","middle vocational","32","0.405664814513387","0.277061112999316","0.534268516027457","2"
"AfD","1997","direct migration background","general elemantary","","","","","7"
"AfD","1997","direct migration background","middle vocational","","","","","7"
"AfD","1997","no migration background","in school","","","","","7"
"AfD","1997","no migration background","inadequately","","","","","7"
"AfD","1997","no migration background","general elemantary","","","","","7"
"AfD","1997","no migration background","middle vocational","","","","","7"
"AfD","1997","no migration background","vocational + Abi","","","","","7"
"AfD","1997","no migration background","higher vocational","","","","","7"
"AfD","1997","no migration background","higher education","","","","","7"
"AfD","1997","direct migration background","in school","","","","","7"
"AfD","1997","direct migration background","inadequately","","","","","7"
"AfD","1997","direct migration background","vocational + Abi","","","","","7"
"AfD","1997","direct migration background","higher vocational","","","","","7"
"AfD","1997","direct migration background","higher education","","","","","7"
"AfD","1997","indirect migration background","in school","","","","","7"
"AfD","1997","indirect migration background","inadequately","","","","","7"
"AfD","1997","indirect migration background","general elemantary","","","","","7"
"AfD","1997","indirect migration background","middle vocational","","","","","7"
"AfD","1997","indirect migration background","vocational + Abi","","","","","7"
"AfD","1997","indirect migration background","higher vocational","","","","","7"
"AfD","1997","indirect migration background","higher education","","","","","7"
"CDU/CSU","1997","no migration background","inadequately","3","","","","1"
"CDU/CSU","1997","no migration background","general elemantary","233","0.432188508895883","0.390750334364475","0.47362668342729","1"
"CDU/CSU","1997","no migration background","middle vocational","908","0.407691790562668","0.387534368258629","0.427849212866707","1"
